game_id,white_name,black_name,winner,white_elo,black_elo,opening
688,bersekbrazuca,Aryaejaya,2,1349,1302,Center Game
689,asker01011988,CC_2000,1,1392,1364,Alekhine Defense
690,erilover,krithik0809,2,1308,1267,Queen's Pawn Game: Accelerated London System
691,kpk123,Silviobat,1,1209,1278,Clemenz Opening
692,EvGeniy-1950,PSDCAEV,2,1786,1908,Sicilian Defense: Closed
693,Rio815,salva1984,1,1695,1674,Scandinavian Defense: Gubinsky-Melts Defense
694,isweerasinghe,iceteakavun,1,1328,1255,Modern Defense
695,isti757,Leonilo76,1,1739,1739,Philidor Defense
696,yarmanuel75019,z14288,1,1343,1426,Italian Game: Giuoco Pianissimo
697,BlitzAttack,Dave6823,2,1480,1595,Sicilian Defense: Modern Variations
698,abukhadijahmomen,Fialhovsky,1,1620,1727,Indian Defense: Anti-Nimzo-Indian
699,Albortwins15,Wehrmo411,1,1311,1218,English Opening: Mikenas-Carls Variation
700,Sam_Nomar,ESAND,2,1816,1838,English Defense
701,Harolda,ThiagoAkier,2,1832,1745,Queen's Gambit Declined: Three Knights Variation
702,andresduran67,Joshy_marottikkal,1,1853,1890,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
703,fowgre,rich55,1,1477,1560,Italian Game: Classical Variation
704,lohithap,superclashoftitans,0,1825,1592,Van't Kruijs Opening
705,changepattern,TAiSThuban,2,2007,2178,Mexican Defense
706,killerlouie,arnsas,2,1757,1792,Four Knights Game: Italian Variation
707,Chat7,istukan96,2,1336,1258,Queen's Pawn Game: Chigorin Variation
708,skyfox400,TroyGriff,2,1682,1639,Sicilian Defense
709,rustcohl,ButSvetlana,1,1555,1500,Scandinavian Defense: Main Line
710,Erwan31,sarmat83,2,1666,1625,Bishop's Opening
711,Maddenator_2002,ciagangsterslovenite,1,1278,1230,Benoni Defense: Benoni-Indian Defense
712,simbelmyne-bot,zeekat,1,2516,1901,Sicilian Defense: Old Sicilian
713,Heritage-Aber,Narara14,2,1327,1349,Ruy Lopez: Berlin Defense
714,KaMiPa,ZDRAVOMUSLICHII,2,1568,1700,Sicilian Defense: Smith-Morra Gambit
715,CarlosAGP,Maverick111256,2,1176,1064,Van't Kruijs Opening
716,stefachero,abhishekmamadapur,2,1500,1583,French Defense: Schlechter Variation
717,alfredo488,val065,2,1583,1588,Zukertort Opening: Black Mustang Defense
718,titas_1972,Bolt3,2,1716,1777,"Vienna Gambit, with Max Lange Defense: Knight Variation"
719,AS-777-Donetsk,ausen_ramos,1,1807,1869,Sicilian Defense: Bowdler Attack
720,noahferg,Wellfox888,1,1949,1836,"Ruy Lopez: Berlin Defense, Improved Steinitz Defense"
721,raynel,Raygud,2,1017,1125,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation"
722,KrikoCaaboo,Alsobluee,2,1937,1998,Sicilian Defense: Bowdler Attack
723,cheesyjr,Raashidrook,1,1624,1761,Philidor Defense
724,nguyen131,CXXXCYJ,0,1500,1607,Three Knights Opening
725,Ahlebueggel,lalaleah33,0,1507,1500,Italian Game: Paris Defense
726,mphott,kamisafter,1,1514,1507,Bishop's Opening
727,Rohan2014R,Mtl-Hammer-Headed,2,1931,2074,Indian Defense
728,lewisbollinger,BENDITOSERRORES,2,1649,1715,Queen's Pawn Game
729,CentralWY,AdveshC,2,1279,1271,Queen's Pawn Game: London System
730,Averrois2010,kaustavratna,1,1531,1515,Queen's Pawn Game
731,benjamin2k,lovelyganesh662,1,1975,1887,Caro-Kann Defense: Exchange Variation
732,Shrivatson_vk,cesarsaulquisperamir,1,1000,1034,French Defense: Queen's Knight
733,Alexander095,Heritage-Aber,1,1373,1321,Sicilian Defense: O'Kelly Variation
734,anacleto_suarez,ChessGospel,1,1486,1492,Caro-Kann Defense: Hillbilly Attack
735,Priyadharun,ThiagoAkier,2,1688,1755,Bishop's Opening: Vienna Hybrid
736,tryagainorelse2,yarmanuel75019,2,1468,1350,Queen's Pawn Game: Accelerated London System
737,mohamad-albokai,Maverick111256,2,1076,1073,Philidor Defense
738,JimmytheRook,orangejuece,2,1454,1503,Sicilian Defense: Smith-Morra Gambit
739,PARTNER3615DIAGO,LouisChess48-6K,1,1315,1319,French Defense: Normal Variation
740,superclashoftitans,lohithap,0,1661,1772,Van Geet Opening
741,Narara14,ANSACQ,1,1356,1308,Philidor Defense: Nimzowitsch Variation
742,elkadytefat,KavaloKaduco,2,1887,1954,Sicilian Defense: Old Sicilian
743,KataraDaKatura,OskrSerrano27,2,1422,1443,Caro-Kann Defense: Exchange Variation
744,lewisbollinger,MikeVertx,1,1645,1619,Englund Gambit: Hartlaub-Charlick Gambit
745,elcarajito,EvGeniy-1950,2,1866,1782,Nimzowitsch Defense: Franco-Nimzowitsch Variation
746,CosetteBot,Goldfish-Engine,2,2055,2083,"Caro-Kann Defense: Accelerated Panov Attack, Open Variation"
747,PirojoOk521,tuelinhqt,2,1312,1248,Ponziani Opening: Jaenisch Counterattack
748,club14_dd,geokontog,1,1684,1796,Scotch Game: Haxo Gambit
749,Raul_rz,DAI-B1012,2,1545,1514,Italian Game: Blackburne-Kostić Gambit
750,felix_mtl,PSDCAEV,2,1950,1954,English Opening: Symmetrical Variation
751,Marci1337,terryatct,1,1588,1713,"Petrov's Defense: Classical Attack, Mason-Showalter Variation"
752,odremanines,isshin_ashinaa,0,1014,800,Sicilian Defense
753,maia1,ivenasto,2,1507,1731,Englund Gambit: Felbecker Gambit
754,andresduran67,BordsKael,1,1859,1750,Alekhine Defense: Exchange Variation
755,agarwalviaan23,sai1819,1,1333,1335,Petrov's Defense: Italian Variation
756,Priyadharun,Dens368,1,1680,1570,Caro-Kann Defense: Exchange Variation
757,isweerasinghe,Chat7,1,1332,1329,Vienna Game: Falkbeer Variation
758,surendra11267,ThiagoAkier,2,1654,1762,"Italian Game: Classical Variation, Greco Gambit, Greco Variation"
759,GlowingSweet,heinrich1966,1,1696,1838,English Opening: Anglo-Scandinavian Defense
760,K1NGCOLTON,Albortwins15,2,1263,1414,Ponziani Opening
761,Raghuram2017,KDK4,2,1142,1021,English Opening: King's English Variation
762,pandu_a,Beat58,1,1626,1583,Italian Game: Giuoco Piano
763,Steve_Yang,Shrivatson_vk,2,1137,1007,Queen's Pawn Game: Accelerated London System
764,llamapope,caschessman,1,1728,1630,Ponziani Opening: Neumann Gambit
765,DAI-B1012,Miro1976,0,1554,1518,Indian Defense: Omega Gambit
766,GNveNG,nzdg1983,1,1675,1390,"Ruy Lopez: Classical Variation, Zukertort Gambit"
767,doun1681,David_santiago_18,2,1655,1661,Philidor Defense
768,Obaqo,chessstar28,1,1756,1742,"Italian Game: Two Knights Defense, Modern Bishop's Opening"
769,sadiqqqq24,gusdaf,1,1500,1471,Queen's Pawn Game: Accelerated London System
770,Nora_Ozminwitsch,Remotesky3,1,1977,1938,Indian Defense: Omega Gambit
771,Tony_The_Fat,skkrtdroptop,2,1725,1784,Italian Game: Giuoco Piano
772,Maddenator_2002,chyatt119,2,1299,1310,Caro-Kann Defense: Exchange Variation
773,totof2945,Mohanraj2015,1,1611,1709,Queen's Pawn Game: Accelerated London System
774,Iris9,rudiriot,2,1600,1352,Englund Gambit
775,BigEddy,Replay13,1,1566,1489,King's Gambit Accepted: MacLeod Defense
776,alcolea65,AS-777-Donetsk,2,1868,1813,Philidor Defense
777,tsnswamy,RJR_Brevard,1,1546,1571,Italian Game: Anti-Fried Liver Defense
778,Yukt,hsnhsn9999,1,1846,2015,Englund Gambit
779,dario2524,janmichalak,2,1468,1473,Zukertort Opening: Arctic Defense
780,nailgaripov,baldur16,1,1022,1076,"Italian Game: Two Knights Defense, Knight Attack"
781,ciagangsterslovenite,LeBenK,2,1225,1305,"English Opening: King's English Variation, Reversed Closed Sicilian"
782,TheSicilianCrusader,island333,0,1630,1700,Sicilian Defense: Smith-Morra Gambit
783,LyhuynhnhatanhDTH,KeithKingDoms,1,1570,1540,Saragossa Opening
784,Maysuz,pjtvke1,2,1425,1343,Center Game: Kieseritzky Variation
785,p1yu5,Alexander095,1,1398,1380,Petrov's Defense
786,SalenaGomez,maia1,2,1414,1506,Indian Defense: London System
787,jefsyl,MahiDevaR,2,1437,1430,Sicilian Defense: Staunton-Cochrane Variation
788,MasterfulSprinter,amphipol,1,1941,1964,Sicilian Defense: Portsmouth Gambit
789,adityamanoharreddy,juan_castaneda27,2,1391,1408,French Defense: Advance Variation
790,jjohnp,THEKING_00,2,1809,2106,Sicilian Defense: Bowdler Attack
791,PavlikovNV,IsrAleX66,1,1522,1583,Pirc Defense
792,TheChessWarrior_1,chessphilia,1,2353,2334,Bishop's Opening: Berlin Defense
793,ELIZAOLJ,eporillo52,2,1500,1472,Nimzowitsch Defense: Declined Variation
794,Giang31,rlevinson,2,1189,1187,"Italian Game: Two Knights Defense, Lolli Attack"
795,paulpreciado,karunya6655,1,1559,1500,Queen's Pawn Game: Chigorin Variation
796,R00KT00K2,JASNIKA2018,1,1374,1304,Queen's Pawn Game: Accelerated London System
797,oolobo,Samuel_Kane,2,1819,1860,Vienna Game: Anderssen Defense
798,tom0300,BENDITOSERRORES,2,1674,1732,Caro-Kann Defense
799,Beast32,Blackdeth,2,1826,1776,Modern Defense: Standard Line
800,Tizzie,lancuoichoico,2,1662,1695,"French Defense: Advance Variation, Nimzowitsch System"
801,Miro1976,DAI-B1012,2,1520,1551,Italian Game: Blackburne-Kostić Gambit
802,GNveNG,nzdg1983,2,1677,1388,Italian Game: Giuoco Piano
803,Oleg_1062,Rio815,1,1563,1700,"Old Indian Defense: Czech Variation, with Nc3"
804,Rotterdam84,baldur16,1,875,1011,Amar Opening
805,Learner1989,Lionpaw,2,1279,1294,Scandinavian Defense: Marshall Variation
806,IshaanKarthikeya,koreanfc,2,1275,1567,French Defense: Knight Variation
807,ken4649,andresduran67,2,2026,1863,Caro-Kann Defense: Exchange Variation
808,DAI-B1012,Miro1976,1,1579,1501,Nimzowitsch Defense: Franco-Nimzowitsch Variation
809,fairysheldon,RWByrum,1,1539,1551,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan"
810,Matsz1,fredhot,0,1624,1606,Queen's Pawn Game: Modern Defense
811,Canadian_Rooster,Ulrrik,1,1668,1674,"Queen's Pawn Game: London System, with e6"
812,DoctorSilverSword,AzatAbdykali,1,1276,1153,Mikenas Defense
813,AdveshC,kenwcraig,2,1338,1412,Petrov's Defense: Three Knights Game
814,ayushcosmos123,Trimmers88,2,1605,1483,Vienna Game: Anderssen Defense
815,deepBLUE-01,BordsKael,2,1874,1746,Alekhine Defense: O'Sullivan Gambit
816,nzdg1983,GNveNG,1,1398,1668,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
817,superfluousness,Emils1977,1,1786,1676,Queen's Pawn Game: London System
818,Albortwins15,OskrSerrano27,1,1477,1448,Caro-Kann Defense: Accelerated Panov Attack
819,DurvanChess,ShivaChess22,1,974,1115,Goldsmith Defense
820,IsaEihwaz,K1NGCOLTON,1,1241,1260,Vienna Game: Max Lange Defense
821,cesar_042876,GenXboomer,1,1591,1685,Blackmar-Diemer Gambit Declined: Vienna Defense
822,drew101,sasasale,1,1849,1788,Van't Kruijs Opening
823,Jona86,sai1819,2,1275,1328,Queen's Pawn Game: Accelerated London System
824,ChessManJ24,geko7491,2,1517,1549,Philidor Defense
825,InanisBot,simpleEval,0,2341,2112,Slav Defense: Exchange Variation
826,antoniolisboa_1,club14_dd,2,1799,1692,King's Gambit Accepted: Blachly Gambit
827,ChadPlaysSlowChess,nebraskachess,2,1892,1895,"English Opening: Symmetrical Variation, Two Knights Variation"
828,Szenebeissen,pravin26chess,2,1098,1258,French Defense
829,InanisBot,OpeningsBot,1,2341,2390,"English Opening: King's English Variation, Reversed Closed Sicilian"
830,yusoff_ff,brrraaaappp,1,1631,1670,Sicilian Defense: Wing Gambit
831,DurvanChess,jdaniel97,1,1228,1262,Italian Game: Giuoco Pianissimo
832,kaputmi,oolobo,2,1677,1815,St. George Defense
833,MakiMG,Riverbend,2,1500,2194,Philidor Defense
834,maia9,alfredbneuman,1,1649,1234,Scotch Game: Lolli Variation
835,Maverick111256,mohamad-albokai,1,1080,1065,Queen's Pawn Game
836,Serdikk,KeithKingDoms,1,1513,1535,Indian Defense: West Indian Defense
837,maia9,overwtag,2,1649,2221,English Opening: Agincourt Defense
838,Rodopa1960,deooll,2,1712,1809,French Defense
839,David_santiago_18,doun1681,2,1722,1648,Queen's Pawn Game
840,elotrogandre,Mmd_Sal,2,1731,1627,Queen's Gambit Accepted: Accelerated Mannheim Variation
841,SrisaiAkshayRani,Iforer1243_12,2,1456,1632,Queen's Pawn Game: Zukertort Variation
842,EvGeniy-1950,Freedom1999,2,1789,1736,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation"
843,CyndiChess,NuriSantiago,1,1291,1228,Petrov's Defense
844,GS_kd8,Zaby75,1,1500,1334,Van't Kruijs Opening
845,sarmat83,Erwan31,2,1631,1659,Philidor Defense
846,ciagangsterslovenite,haley_y,1,1220,1246,English Opening: Symmetrical Variation
847,alfredo488,Advik2007,1,1536,1602,Réti Opening: Réti Accepted
848,Khalil_ziqri134,paulpreciado,1,1530,1562,King's Knight Opening
849,amphipol,Canadian_Rooster,2,1949,1855,Pirc Defense: Classical Variation
850,BordsKael,tom0300,1,1754,1667,"Sicilian Defense: Modern Variations, Ginsberg Gambit"
851,Jeff-PanDa,KingSmasher35,2,2047,2026,"Réti Opening: Anglo-Slav Variation, London Defensive System"
852,IanGODZILLA,deepBLUE-01,0,1894,1823,Queen's Pawn Game: Chigorin Variation
853,HARSHACHAITANYA_P,Jrnogal,2,1671,1597,Queen's Pawn Game: Accelerated London System
854,LuminousHamster,pelu2222,2,1821,1750,Benoni Defense: Benoni Gambit Accepted
855,KeithKingDoms,akshaya001,2,1529,1412,Queen's Gambit
856,IDK_IDC_WDYM,jarenz0105,2,1500,1559,Barnes Opening
857,lee-seung-bum,elf44,2,1620,1643,Queen's Pawn Game: Accelerated London System
858,SalenaGomez,maia1,2,1404,1507,Queen's Pawn Game
859,Mmd_Sal,littlej7,1,1636,1623,Ruy Lopez: Steinitz Defense
860,Henryslizek,Acerb8,2,1737,1644,Sicilian Defense: Bowdler Attack
861,David_Medina_C,misha7878,2,1743,1872,Four Knights Game: Gunsberg Variation
862,NOPE_Already-taken4,phillord,2,1239,1475,Four Knights Game: Italian Variation
863,Weiawaga,PetersBot,0,2601,2824,"Ruy Lopez: Marshall Attack, Modern Variation"
864,chyatt119,ciagangsterslovenite,2,1318,1225,Modern Defense
865,elotrogandre,meesha_varshnee12,1,1682,1617,Indian Defense: Anti-Nimzo-Indian
866,I50sSKYA,doun1681,2,1595,1657,Caro-Kann Defense: Advance Variation
867,ForTheHotdog,chesslies,2,1500,1391,Queen's Gambit Declined: Marshall Defense
868,ChessSweden1,PSDCAEV,2,1922,2010,Queen's Gambit Declined: Queen's Knight Variation
869,ycsalagsang,Nkzys,2,1473,1500,Four Knights Game: Italian Variation
870,felix_mtl,PHG_uwais,1,1945,1745,English Opening
871,GenXboomer,lilubpar2,1,1678,1667,Zukertort Opening: Queen's Gambit Invitation
872,Pchelkin_dyrak,Rvl_0907,1,1645,1624,King's Pawn Game: Maróczy Defense
873,vidyut6,DrWilo,1,1702,1758,Slav Defense
874,Sopizzas,Manthalkar,1,1303,1238,Van't Kruijs Opening
875,Q2E4,Serdikk,1,1526,1520,English Defense
876,Henryslizek,drdrukdw,1,1730,1731,Scandinavian Defense: Valencian Variation
877,TroyGriff,skyfox400,1,1645,1673,Four Knights Game: Italian Variation
878,skkrtdroptop,Fenrirsanz,2,1824,1893,French Defense: Rubinstein Variation
879,VivekT_iwari,DAI-B1012,1,1605,1601,Italian Game: Blackburne-Kostić Gambit
880,martido,MahanBalooli,1,1686,1757,Slav Defense
881,Ritesh-kumar-1,erilover,2,1208,1301,Caro-Kann Defense: Endgame Variation
882,lolusukc,kaizer1813,2,1539,1482,Sicilian Defense
883,JefreyF,chillys,2,1212,1157,Hungarian Opening
884,Serdikk,Q2E4,1,1514,1563,Queen's Gambit Declined
885,K1NGCOLTON,kpk123,0,1254,1216,Philidor Defense
886,Leonilo76,BENDITOSERRORES,1,1733,1748,Caro-Kann Defense: Accelerated Panov Attack
887,Zaby75,eye_fetish,1,1331,1500,Queen's Pawn Game: Chigorin Variation
888,GNveNG,nzdg1983,1,1658,1408,French Defense: Normal Variation
889,thinhtq455,superfluousness,2,1800,1816,Sicilian Defense: Old Sicilian
890,ga_no2,cesar_042876,2,1404,1598,Owen Defense
891,Jurdano,mikkeleiler,1,1671,1305,"Italian Game: Two Knights Defense, Knight Attack"
892,deooll,Rodopa1960,1,1818,1707,Queen's Pawn Game: Modern Defense
893,Lakshan1320,alexander1122334455,1,1558,1500,Sicilian Defense: French Variation
894,CosetteBot,Lynx_BOT,2,2055,2477,Ruy Lopez: Closed
895,elkadytefat,Sam_Nomar,1,1876,1810,Scandinavian Defense: Schiller-Pytel Variation
896,bluchess,heinrich1966,2,1542,1830,Ruy Lopez: Vinogradov Variation
897,Dens368,KaMiPa,1,1566,1558,Queen's Pawn Game: Chigorin Variation
898,Emils1977,totof2945,1,1672,1677,Scotch Game: Haxo Gambit
899,CGargi4117,kent-75,2,1413,1485,Petrov's Defense: Three Knights Game
900,ESAND,BordsKael,2,1848,1758,Alekhine Defense: Maróczy Variation
901,Andreas_4,victorycg,0,2183,2147,"King's Indian Defense: Normal Variation, Rare Defenses"
902,SalocinReyk,Humaia,2,1154,1393,Queen's Pawn Game: Chigorin Variation
903,abukhadijahmomen,MensShed,2,1638,1519,Queen's Gambit Declined
904,Cuervok9,Chessarmh,1,1814,1893,Van't Kruijs Opening
905,bobsafedriver,TopKG007,1,1564,1500,Mieses Opening
906,eleadluckyvn,jdaniel97,2,1357,1255,Four Knights Game
907,PARTNER3615DIAGO,LouisChess48-6K,1,1315,1319,Owen Defense
908,phillord,rickblanco17,2,1478,1605,Sicilian Defense: McDonnell Attack
909,Anarco,Shanaya_Banoth,1,1713,1608,Queen's Pawn Game: Accelerated London System
910,Manuel_Tito,andresduran67,1,1962,1872,"King's Indian Defense: Four Pawns Attack, Exchange Variation"
911,chesslies,alfredo488,1,1455,1586,French Defense: Normal Variation
912,cheryy91,intRandy,1,1500,1393,French Defense: Steinitz Attack
913,eubos,duchessAI,2,2100,2623,King's Indian Attack
914,TopKG007,BigEddy,2,1500,1570,Modern Defense
915,ainsafiyarosli,andre_andriyansyah,2,1675,1740,Queen's Pawn Game: Zukertort Variation
916,skyfox400,TroyGriff,2,1665,1652,Alekhine Defense: Maróczy Variation
917,DrSeyberDad,napalm55,2,1500,1494,Vienna Game: Stanley Variation
918,Chat7,IsaEihwaz,0,1323,1256,Queen's Pawn Game: Modern Defense
919,Borisptomontt,Sims65737,2,1793,1827,"Sicilian Defense: Alapin Variation, Barmen Defense"
920,DAI-B1012,VivekT_iwari,2,1577,1646,King's Gambit Accepted: MacLeod Defense
921,Ceduardo1104,AdveshC,2,1239,1294,Scandinavian Defense
922,dtwv,QXK_2DAY,1,1697,1621,Queen's Gambit Declined: Baltic Defense
923,geko7491,S_L_A_V_A,2,1554,1472,Vienna Game: Stanley Variation
924,gusdaf,salvame123,2,1465,1500,Scotch Game: Classical Variation
925,Oleg_1062,fowgre,1,1574,1485,Indian Defense: Seirawan Attack
926,nzdg1983,GNveNG,2,1406,1660,Torre Attack: Fianchetto Defense
927,Velita08,xvghaz9736,0,1530,1500,Queen's Pawn Game: Anti-Torre
928,AzatAbdykali,DoctorSilverSword,2,1149,1355,Scandinavian Defense
929,Editor_in_chief,Leonilo76,2,1737,1739,Center Game
930,Andreisha,Kritikghosh,1,1443,1363,Queen's Pawn Game: Accelerated London System
931,MasterfulSprinter,Vicky1984,1,1949,1949,"Ruy Lopez: Morphy Defense, Caro Variation"
932,BENDITOSERRORES,island333,1,1729,1700,Queen's Pawn Game: Accelerated London System
933,Abornjustice50,PIURCOSKY01,2,1377,1507,Hungarian Opening: Sicilian Invitation
934,kati780,WazGoblin,2,1636,1648,French Defense: Knight Variation
935,Erwan31,sarmat83,1,1665,1626,French Defense
936,levi_gd,Shanaya_Banoth,1,1668,1598,Sicilian Defense: Marshall Gambit
937,bancaelectronica,kent-75,1,1548,1489,King's Gambit Accepted: Bishop's Gambit
938,phantom1981,Drummer57,2,1448,1460,French Defense: Advance Variation
939,MysticChess1960,spicychess90,1,1769,1790,Queen's Pawn Game: Colle System
940,indorussianmaster,Coolorkg,1,2151,1425,Ruy Lopez: Morphy Defense
941,arizamochess,avlanamayan_avci,2,1629,1730,Philidor Defense
942,Rvl_0907,WindySmart,2,1618,1887,"Queen's Pawn Game: Accelerated London System, Steinitz Countergambit"
943,xvghaz9736,Velita08,0,1516,1525,Alekhine Defense: Brooklyn Variation
944,simbelmyne-bot,baby_eubos,1,2517,1880,"French Defense: Classical Variation, Delayed Exchange Variation"
945,Marci1337,terryatct,2,1594,1622,Petrov's Defense: Cozio Attack
946,dario2524,Sivakarthigeyan2014,1,1462,1412,Four Knights Game: Gunsberg Variation
947,club14_dd,Devavrthan,1,1699,1666,Sicilian Defense: Bowdler Attack
948,Rajaskak,superfluousness,2,1945,1844,Sicilian Defense: Bowdler Attack
949,docofthree,antoniolisboa_1,2,1773,1791,"Scotch Game: Göring Gambit, Main Line"
950,exirk,deooll,2,1895,1826,Catalan Opening: Closed
951,Graygoo4401,beebell17,1,1500,1500,Queen's Pawn Game: Accelerated London System
952,razzaqomari,AndyTheChessPlayer,1,2029,2111,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation"
953,ga_no2,Emma-0828,2,1357,1416,Ruy Lopez: Steinitz Defense
954,PeskyPawn666,akshaya001,1,1380,1420,Hungarian Opening
955,Yobisuki,nubia_zambrano,1,1679,1568,Bishop's Opening
956,HarryPotterboy2016,chesslies,2,1594,1558,Queen's Pawn Game: Accelerated London System
957,Stoliza,alexander7834,2,1742,1731,Philidor Defense: Exchange Variation
958,BordsKael,ESAND,1,1765,1835,Philidor Defense: Exchange Variation
959,lalaleah33,Ahlebueggel,2,1505,1507,Indian Defense: Wade-Tartakower Defense
960,Anubisking,Jurdano,2,1311,1672,Queen's Pawn Game
961,loopy1173,ANDREwmu,1,1669,1677,Sicilian Defense: Old Sicilian
962,Jozeiss,ChefCurry2025,2,1189,1500,Caro-Kann Defense: Endgame Offer
963,Anarco,MrGrumpyBumFace,2,1717,1636,Pirc Defense
964,zwanglos,hsnhsn9999,2,1824,2000,Benoni Defense: Old Benoni
965,QueenSSB,w_1234567,2,1465,1494,Sicilian Defense: Bowdler Attack
966,nubia_zambrano,Yobisuki,2,1564,1683,Center Game: Normal Variation
967,napalm55,Shanaya_Banoth,2,1499,1586,French Defense: Advance Variation
968,GOTDAMN,ChessRamsay,2,1322,1316,Caro-Kann Defense
969,foxveras,AfterYouMrDurden,0,1350,1343,Zukertort Opening
970,IsrAleX66,alfredo488,1,1573,1542,Zukertort Opening
971,intRandy,kenwcraig,1,1381,1416,King's Knight Opening
972,ciagangsterslovenite,dcd2319,2,1232,1335,English Opening: King's English Variation
973,island333,Vinhngo88,1,1694,1581,English Opening: Carls-Bremen System
974,OppenheimerSmith,Quodlibet1958,2,1413,1609,Petrov's Defense: Italian Variation
975,wunknown,Cintas,0,1994,2096,Sicilian Defense: Kupreichik Variation
976,Phalanx-XXV,TopasBot,1,2263,2002,Sicilian Defense: Najdorf Variation
977,cesar_042876,ashoksheopuri,1,1601,1603,Blackmar-Diemer Gambit Accepted: Ryder Gambit
978,archer711,viratjaiswal,0,1374,1446,Four Knights Game
979,Kritikghosh,Erold2,1,1358,1410,French Defense: Knight Variation
980,oolobo,bellhooks,2,1819,1851,Nimzo-Larsen Attack: Dutch Variation
981,A29011,scotch3333,2,1852,1757,French Defense: Advance Variation
982,d3toxx,shekard,1,1185,1125,"Sicilian Defense: Closed, Traditional"
983,adasay,anayakov,1,1279,1086,Bishop's Opening
984,Q2E4,bobsafedriver,1,1524,1567,French Defense: Bird Invitation
985,Muljadi,AndyTheChessPlayer,1,2054,2099,Indian Defense: Normal Variation
986,OskrSerrano27,Sivakarthigeyan2014,1,1444,1407,Bishop's Opening: Berlin Defense
987,levi_gd,Devavrthan,1,1674,1658,Sicilian Defense: Smith-Morra Gambit
988,Funkmaster147,Albortwins15,2,1481,1552,King's Pawn Game: Damiano Defense
989,still_roshan,thebestchessdude,1,1500,1456,Caro-Kann Defense
990,wunknown,Cintas,0,2003,2086,Sicilian Defense: Kupreichik Variation
991,yahyia1001,msvk0718,2,1500,1310,King's Pawn Game: Leonardis Variation
992,MTPatel0205,difficultplayer75,1,2072,2193,Zukertort Opening: Dutch Variation
993,foxveras,HebrewJuice23,2,1350,1335,Zukertort Opening
994,sid0708,Andreisha,1,1432,1448,Sicilian Defense: Bowdler Attack
995,bancaelectronica,dario2524,2,1553,1467,Rat Defense: Accelerated Gurgenidze
996,kala_22,Marci1337,2,1579,1590,Petrov's Defense: Stafford Gambit
997,asian42,Andreas_4,1,2045,2178,Sicilian Defense: French Variation
998,ivenasto,maia1,1,1735,1511,Three Knights Opening
999,victorycg,WillyJohnson,1,2150,2347,Slav Defense: Exchange Variation
1000,stevane,iwansetiawan63,0,1800,1753,Indian Defense
1001,bagasana,Trishal_Tej,1,1140,1189,Indian Defense
1002,Remotesky3,alcolea65,2,1925,1862,Sicilian Defense: Old Sicilian
1003,kent-75,NAWAR-MAYYA,2,1484,1521,King's Gambit
1004,Up29pancakes,artvalge,1,1463,1611,Trompowsky Attack
1005,himasri,lovelyganesh662,1,1912,1883,Slav Defense: Exchange Variation
1006,Graygoo4401,ainsafiyarosli,2,1745,1669,Queen's Pawn Game: Accelerated London System
1007,alexander1122334455,Lakshan1320,1,1298,1565,Ponziani Opening
1008,sarmat83,Erwan31,2,1621,1670,"Alekhine Defense: Two Pawns Attack, Lasker Variation"
1009,Leonilo76,baronessa96,1,1745,1736,Owen Defense
1010,FilipeMateus84,KGAdityaKarthi,2,1732,1697,Sicilian Defense: Bowdler Attack
1011,KDK4,RajaNarsimha2,1,1033,1025,Pirc Defense
1012,kinight4hire,Clementinedi,1,1626,1552,Bishop's Opening: Ponziani Gambit
1013,chillys,anayakov,0,1163,1074,Queen's Pawn Game: Accelerated London System
1014,KaMiPa,hola36,1,1545,1578,"Italian Game: Classical Variation, Greco Gambit, Main Line"
1015,Saurabh2017,Dens368,2,1543,1572,Caro-Kann Defense: Two Knights Attack
1016,TomAss47,Euclides3000,1,1560,1633,Indian Defense: Normal Variation
1017,Cuervok9,alexander7834,0,1823,1737,Van't Kruijs Opening
1018,Yobisuki,nubia_zambrano,2,1687,1560,Queen's Pawn Game
1019,Chessarmh,drew101,2,1876,1854,Owen Defense
1020,plays_black,surendra11267,1,1622,1650,"Sicilian Defense: Lasker-Pelikan Variation, Retreat Variation"
1021,Pikachu9-0,IsrAleX66,1,1674,1580,Modern Defense: Two Knights Variation
1022,Jojoshushuaa,geko7491,1,1528,1547,Queen's Pawn Game
1023,ChessRamsay,ciagangsterslovenite,1,1324,1228,Van't Kruijs Opening
1024,Sivakarthigeyan2014,kiranrajkb,2,1402,1458,Italian Game
1025,ign8s10,mastercoxo,2,1939,1925,Indian Defense
1026,Chat7,Kostic18,1,1322,1307,Queen's Pawn Game: Chigorin Variation
1027,MTPatel0205,difficultplayer75,0,2104,2160,Zukertort Opening: Dutch Variation
1028,big_man402,lowelo5ever,2,1500,1631,Bird Opening: Dutch Variation
1029,KDK4,RajaNarsimha2,1,1041,937,Scandinavian Defense
1030,Nermeen_Aboelfadl,dhiluushanhr,2,950,885,Mikenas Defense
1031,jefsyl,triaz_chess,2,1430,1414,Pirc Defense
1032,pemula64,Ajeshraj43,1,1914,1812,Queen's Gambit Accepted: Saduleto Variation
